Id,SalePrice
1583,323856.5625
1584,234126.96875
1585,146545.890625
1586,86854.71875
1587,94603.515625
1588,144705.203125
1589,101210.007812
1590,144659.265625
1591,119429.6875
1592,133940.5
1593,82352.78125
1594,160429.0625
1595,145044.8125
1596,247711.75
1597,142393.3125
1598,174179.484375
1599,142832.46875
1600,160336.828125
1601,50646.7421875
1602,106883.984375
1603,50491.2109375
1604,213161.203125
1605,243282.703125
1606,164921.140625
1607,164853.671875
1608,197451.03125
1609,181840.578125
1610,164538.296875
1611,128796.921875
1612,191564.359375
1613,205431.15625
1614,114054.328125
1615,83326.390625
1616,83326.390625
1617,84063.265625
1618,124546.007812
1619,121101.5625
1620,181226.84375
1621,156210.03125
1622,143320.953125
1623,286126.40625
1624,244448.5625
1625,103612.703125
1626,161736.21875
1627,185921.453125
1628,279038.59375
1629,172356.546875
1630,474223.5625
1631,217496.078125
1632,290707.375
1633,165631.21875
1634,209546.46875
1635,182821.796875
1636,153408.828125
1637,192351.546875
1638,201176.6875
1639,191337.59375
1640,270841.9375
1641,175105.671875
1642,234037.0
1643,252583.703125
1644,221116.3125
1645,201421.84375
1646,154399.84375
1647,150827.0625
1648,143974.828125
1649,133753.375
1650,117849.546875
1651,121288.109375
1652,95281.4140625
1653,95281.4140625
1654,146371.859375
1655,135653.828125
1656,152271.171875
1657,149954.328125
1658,152271.171875
1659,114519.289062
1660,138355.484375
1661,479513.03125
1662,422578.34375
1663,413956.625
1664,471426.53125
1665,340245.90625
1666,289789.21875
1667,385677.09375
1668,262326.0625
1669,222310.125
1670,291282.09375
1671,269258.34375
1672,377799.96875
1673,319501.0
1674,289776.21875
1675,194148.984375
1676,240732.65625
1677,194488.484375
1678,418531.96875
1679,451845.375
1680,364224.53125
1681,231379.21875
1682,330022.40625
1683,188641.5625
1684,170699.640625
1685,178618.078125
1686,201411.078125
1687,164506.75
1688,196600.796875
1689,191656.28125
1690,177932.578125
1691,169648.8125
1692,225119.703125
1693,166120.5
1694,194195.65625
1695,181964.265625
1696,269843.65625
1697,180748.5625
1698,431352.5
1699,351142.90625
1700,243975.09375
1701,261132.71875
1702,300466.46875
1703,239495.875
1704,301245.1875
1705,197531.828125
1706,397776.78125
1707,203254.421875
1708,197945.578125
1709,225130.4375
1710,196057.25
1711,245486.765625
1712,296900.8125
1713,258053.015625
1714,214600.4375
1715,203554.5
1716,175060.59375
1717,151556.078125
1718,160062.90625
1719,218847.03125
1720,214984.71875
1721,163983.125
1722,167765.109375
1723,167765.109375
1724,230838.359375
1725,217301.1875
1726,198759.921875
1727,193217.125
1728,182056.953125
1729,159193.953125
1730,149343.640625
1731,122084.429688
1732,116553.117188
1733,116553.117188
1734,136025.5
1735,126437.84375
1736,102771.289062
1737,222133.578125
1738,226472.0
1739,511180.875
1740,370239.40625
1741,181693.40625
1742,183422.390625
1743,170314.421875
1744,259697.75
1745,221926.921875
1746,188018.6875
1747,189832.125
1748,274954.4375
1749,156900.859375
1750,139382.25
1751,231876.46875
1752,115048.335938
1753,175410.03125
1754,231168.8125
1755,148368.671875
1756,112736.734375
1757,111886.507812
1758,144228.78125
1759,171060.765625
1760,166695.9375
1761,151796.765625
1762,181087.25
1763,172708.5
1764,117195.351562
1765,197582.703125
1766,170160.1875
1767,192678.53125
1768,147910.21875
1769,159944.484375
1770,129280.421875
1771,144495.59375
1772,140587.75
1773,145943.9375
1774,147786.0
1775,135642.3125
1776,117593.242188
1777,81859.7890625
1778,143509.015625
1779,92237.515625
1780,152786.40625
1781,145644.59375
1782,88943.8515625
1783,154757.484375
1784,98118.8359375
1785,113131.140625
1786,162017.03125
1787,119514.34375
1788,64362.0820312
1789,84404.9140625
1790,97525.3203125
1791,196366.1875
1792,143820.4375
1793,141862.515625
1794,134685.484375
1795,135624.859375
1796,92669.0234375
1797,132333.09375
1798,128631.820312
1799,99525.78125
1800,139124.890625
1801,147199.3125
1802,132652.015625
1803,168140.5625
1804,131875.140625
1805,132230.65625
1806,153159.0
1807,122493.429688
1808,102044.671875
1809,124588.0625
1810,156654.75
1811,125914.765625
1812,127594.898438
1813,120465.953125
1814,93804.21875
1815,74205.171875
1816,85782.84375
1817,122545.195312
1818,96453.2109375
1819,130362.867188
1820,42613.5429688
1821,114448.867188
1822,132503.078125
1823,35882.7617188
1824,131648.953125
1825,141564.515625
1826,94500.9921875
1827,111797.554688
1828,155799.25
1829,105274.375
1830,125110.757812
1831,151993.203125
1832,126135.429688
1833,171740.609375
1834,127843.007812
1835,128090.742188
1836,133384.734375
1837,109952.773438
1838,105797.234375
1839,94580.875
1840,149168.703125
1841,150665.90625
1842,124396.203125
1843,143436.359375
1844,123485.359375
1845,161357.828125
1846,162178.109375
1847,171561.359375
1848,80531.671875
1849,98750.421875
1850,142936.984375
1851,148575.8125
1852,140587.75
1853,156479.609375
1854,146966.046875
1855,157613.515625
1856,244389.359375
1857,112176.90625
1858,161383.53125
1859,116991.109375
1860,143887.109375
1861,113881.835938
1862,309310.3125
1863,309310.3125
1864,309310.3125
1865,300747.71875
1866,341899.59375
1867,227285.984375
1868,307567.1875
1869,197265.453125
1870,199859.890625
1871,254539.0
1872,165226.078125
1873,247754.515625
1874,138334.765625
1875,226771.125
1876,220865.734375
1877,191611.5
1878,221077.734375
1879,127942.898438
1880,135115.171875
1881,258608.5625
1882,269171.3125
1883,195243.921875
1884,221459.890625
1885,227890.453125
1886,271415.4375
1887,188226.984375
1888,287294.75
1889,165131.71875
1890,135337.25
1891,136969.90625
1892,108960.585938
1893,161425.40625
1894,133786.28125
1895,155860.78125
1896,118615.492188
1897,108562.296875
1898,110106.289062
1899,149492.984375
1900,98809.109375
1901,152052.78125
1902,110084.132812
1903,146255.203125
1904,155089.171875
1905,194028.484375
1906,176152.0
1907,192567.203125
1908,113144.625
1909,123947.15625
1910,120213.351562
1911,194592.9375
1912,293451.3125
1913,127380.421875
1914,43811.5
1915,214540.0625
1916,65303.6640625
1917,242513.40625
1918,126067.484375
1919,163886.5
1920,248624.359375
1921,424350.03125
1922,240614.90625
1923,265361.34375
1924,244132.65625
1925,231085.265625
1926,348054.9375
1927,132055.984375
1928,177964.484375
1929,112655.484375
1930,133102.125
1931,144684.65625
1932,164170.109375
1933,147349.03125
1934,193504.234375
1935,170442.46875
1936,191773.109375
1937,190616.546875
1938,179646.15625
1939,311815.0625
1940,179786.703125
1941,188700.03125
1942,198664.984375
1943,184730.21875
1944,336334.53125
1945,349142.375
1946,169787.359375
1947,348538.25
1948,154981.984375
1949,293749.25
1950,131425.421875
1951,251304.015625
1952,248502.515625
1953,154700.671875
1954,233730.09375
1955,147632.875
1956,278980.59375
1957,181684.046875
1958,303173.5625
1959,151587.0
1960,113592.335938
1961,118760.945312
1962,94355.9140625
1963,95281.4140625
1964,114577.84375
1965,148633.359375
1966,150961.03125
1967,269255.25
1968,399823.28125
1969,386986.875
1970,483139.34375
1971,520114.46875
1972,366774.625
1973,276336.90625
1974,334473.53125
1975,418863.375
1976,257771.640625
1977,429141.71875
1978,520422.59375
1979,375934.65625
1980,187101.078125
1981,304912.4375
1982,200569.046875
1983,200569.046875
1984,150004.25
1985,189925.203125
1986,207932.03125
1987,176544.015625
1988,185573.0
1989,193885.6875
1990,256519.46875
1991,194488.484375
1992,218326.5
1993,165542.9375
1994,276932.59375
1995,199194.84375
1996,263568.125
1997,313119.375
1998,337019.71875
1999,237669.734375
2000,309781.46875
2001,261393.328125
2002,224197.359375
2003,269695.46875
2004,248994.515625
2005,233823.734375
2006,157920.453125
2007,252532.875
2008,158789.421875
2009,196313.203125
2010,198557.765625
2011,157545.4375
2012,140470.75
2013,173678.546875
2014,190205.25
2015,193765.71875
2016,197873.84375
2017,194206.578125
2018,128209.539062
2019,123831.132812
2020,106289.234375
2021,77078.578125
2022,163883.84375
2023,161915.390625
2024,277659.5625
2025,441605.75
2026,195015.953125
2027,144025.078125
2028,152905.5
2029,180547.0
2030,287297.5
2031,233059.890625
2032,205708.96875
2033,229927.21875
2034,161834.34375
2035,231813.015625
2036,194238.4375
2037,185049.546875
2038,242275.078125
2039,178430.125
2040,266374.53125
2041,218582.96875
2042,204039.234375
2043,152973.03125
2044,192245.171875
2045,202504.875
2046,139818.9375
2047,144125.390625
2048,132038.484375
2049,137107.390625
2050,162788.484375
2051,78848.140625
2052,147563.484375
2053,157073.765625
2054,91993.5625
2055,183248.421875
2056,145197.046875
2057,136848.21875
2058,210217.796875
2059,137566.59375
2060,176122.4375
2061,177699.90625
2062,140282.265625
2063,95286.78125
2064,148192.46875
2065,113484.054688
2066,186746.515625
2067,121510.859375
2068,142753.765625
2069,84739.546875
2070,122032.164062
2071,93414.0078125
2072,136937.65625
2073,127552.1875
2074,167444.484375
2075,144023.984375
2076,107021.375
2077,118378.515625
2078,129895.875
2079,126500.085938
2080,118933.671875
2081,118653.28125
2082,158001.203125
2083,138277.796875
2084,109903.710938
2085,151949.578125
2086,109494.65625
2087,130693.492188
2088,144068.90625
2089,75856.234375
2090,127985.851562
2091,127244.195312
2092,142827.296875
2093,135813.703125
2094,103333.632812
2095,113480.375
2096,73321.0703125
2097,93991.015625
2098,124509.070312
2099,51599.6289062
2100,125425.429688
2101,95908.8203125
2102,124910.585938
2103,98663.6328125
2104,143085.515625
2105,130907.171875
2106,101830.40625
2107,210773.0625
2108,114611.71875
2109,125894.0
2110,112356.992188
2111,121923.984375
2112,166659.546875
2113,119512.523438
2114,120808.101562
2115,145876.3125
2116,115625.367188
2117,156879.3125
2118,134716.046875
2119,109419.8125
2120,113778.054688
2121,90552.3046875
2122,108996.65625
2123,85559.6328125
2124,150211.109375
2125,143314.125
2126,150885.03125
2127,167921.5
2128,118228.570312
2129,87093.1015625
2130,138646.078125
2131,158046.265625
2132,136167.625
2133,128240.351562
2134,99766.3984375
2135,85062.53125
2136,103434.101562
2137,143205.640625
2138,147386.984375
2139,151444.09375
2140,133301.6875
2141,124401.773438
2142,142272.640625
2143,168413.375
2144,149580.40625
2145,136908.265625
2146,128709.984375
2147,169120.265625
2148,131004.835938
2149,116719.1875
2150,189599.265625
2151,107066.492188
2152,182781.875
2153,179850.3125
2154,126400.59375
2155,132666.6875
2156,390287.71875
2157,268918.0625
2158,240502.046875
2159,211866.15625
2160,168357.5
2161,283099.75
2162,430209.59375
2163,283083.28125
2164,185127.5625
2165,171122.125
2166,140006.40625
2167,194602.21875
2168,219068.375
2169,183140.796875
2170,194188.984375
2171,146501.171875
2172,144475.0625
2173,154527.5625
2174,304990.375
2175,259278.046875
2176,307008.34375
2177,329934.3125
2178,212961.671875
2179,147836.609375
2180,204377.890625
2181,224157.59375
2182,255279.25
2183,196092.78125
2184,143283.640625
2185,121927.9375
2186,156975.53125
2187,133209.9375
2188,150847.34375
2189,289292.71875
2190,84852.84375
2191,84852.84375
2192,93430.484375
2193,103423.15625
2194,84121.484375
2195,105601.070312
2196,114376.632812
2197,120972.046875
2198,129914.828125
2199,126528.921875
2200,132491.953125
2201,94140.46875
2202,158226.78125
2203,152354.84375
2204,195752.15625
2205,151596.6875
2206,143104.890625
2207,180558.875
2208,191777.125
2209,211654.921875
2210,117892.492188
2211,118427.75
2212,104532.757812
2213,113797.804688
2214,126261.5625
2215,103964.578125
2216,145657.921875
2217,79599.8984375
2218,57826.5507812
2219,58014.8554688
2220,55895.5507812
2221,214540.0625
2222,219496.234375
2223,335869.75
2224,203889.84375
2225,135749.734375
2226,268801.375
2227,201211.796875
2228,218238.65625
2229,221410.890625
2230,169871.578125
2231,177840.125
2232,216172.21875
2233,132037.734375
2234,191940.53125
2235,271086.15625
2236,237166.859375
2237,394948.5625
2238,202279.8125
2239,145731.5625
2240,151399.625
2241,142247.671875
2242,128695.007812
2243,117158.804688
2244,104090.96875
2245,97850.7421875
2246,144104.078125
2247,88403.640625
2248,123965.242188
2249,145720.03125
2250,125843.703125
2251,109545.726562
2252,199963.03125
2253,165187.953125
2254,188407.296875
2255,206379.609375
2256,187379.640625
2257,304091.5
2258,154948.140625
2259,190860.296875
2260,142944.203125
2261,160827.8125
2262,196503.5
2263,329716.625
2264,431074.5
2265,155722.015625
2266,289905.03125
2267,432040.4375
2268,373381.75
2269,169905.28125
2270,166379.734375
2271,219152.578125
2272,218915.921875
2273,157646.890625
2274,195786.515625
2275,186057.484375
2276,165688.71875
2277,204634.75
2278,152009.0
2279,131435.4375
2280,92556.234375
2281,170765.265625
2282,160034.8125
2283,86490.3671875
2284,114878.507812
2285,146217.265625
2286,131385.1875
2287,258892.34375
2288,300466.46875
2289,430581.875
2290,443698.3125
2291,329716.625
2292,408665.15625
2293,455594.6875
2294,512490.03125
2295,443086.875
2296,344055.75
2297,269885.625
2298,258856.296875
2299,486848.78125
2300,315016.53125
2301,237577.28125
2302,288527.875
2303,341532.0
2304,256835.25
2305,236901.46875
2306,236901.46875
2307,201071.0
2308,225622.640625
2309,217420.796875
2310,201955.015625
2311,196186.5
2312,188353.390625
2313,184451.546875
2314,172349.984375
2315,186372.359375
2316,186155.28125
2317,199391.5625
2318,187729.6875
2319,175937.265625
2320,182827.203125
2321,246862.53125
2322,124381.726562
2323,171438.359375
2324,165332.46875
2325,219858.671875
2326,165330.265625
2327,246634.265625
2328,239297.25
2329,212810.625
2330,205224.1875
2331,442517.625
2332,509628.125
2333,376427.21875
2334,303170.09375
2335,263843.0
2336,354459.34375
2337,268320.90625
2338,244102.625
2339,218238.65625
2340,404792.53125
2341,228333.375
2342,231850.59375
2343,233684.625
2344,299001.78125
2345,256835.25
2346,178509.09375
2347,184239.0
2348,239054.796875
2349,187024.375
2350,262223.78125
2351,257878.09375
2352,288086.5625
2353,377334.75
2354,146349.109375
2355,130809.953125
2356,150431.296875
2357,254188.234375
2358,213687.765625
2359,121686.195312
2360,126756.703125
2361,139817.46875
2362,291764.4375
2363,141403.28125
2364,142997.65625
2365,184547.09375
2366,136950.1875
2367,245907.140625
2368,204745.234375
2369,235239.765625
2370,182436.375
2371,168511.375
2372,182527.390625
2373,305835.34375
2374,330885.59375
2375,229215.890625
2376,260464.171875
2377,259422.234375
2378,138373.171875
2379,210135.421875
2380,147962.140625
2381,165488.796875
2382,181116.09375
2383,255054.640625
2384,283127.0
2385,144872.84375
2386,142355.828125
2387,136201.390625
2388,100843.890625
2389,122539.703125
2390,128034.8125
2391,127075.03125
2392,97920.75
2393,145879.375
2394,161817.671875
2395,202238.921875
2396,164896.609375
2397,220599.859375
2398,127009.242188
2399,92458.5703125
2400,72860.671875
2401,110145.460938
2402,143781.21875
2403,151075.390625
2404,150387.265625
2405,155341.703125
2406,120739.34375
2407,114204.09375
2408,142355.828125
2409,139151.8125
2410,174562.625
2411,109855.398438
2412,160186.4375
2413,137539.171875
2414,114827.578125
2415,152422.28125
2416,111661.164062
2417,136848.21875
2418,125980.351562
2419,151289.34375
2420,106500.484375
2421,159594.953125
2422,103196.742188
2423,130068.554688
2424,153441.59375
2425,372000.5625
2426,139938.1875
2427,140393.875
2428,159571.21875
2429,93727.3984375
2430,128945.875
2431,115066.882812
2432,147265.453125
2433,137298.046875
2434,152161.578125
2435,150643.203125
2436,70942.1875
2437,77078.578125
2438,105164.296875
2439,111517.921875
2440,105958.890625
2441,109084.835938
2442,121223.351562
2443,97185.140625
2444,88468.328125
2445,93383.984375
2446,99625.875
2447,139023.015625
2448,138954.625
2449,72063.0703125
2450,123253.117188
2451,137870.25
2452,165165.109375
2453,90612.0859375
2454,116137.257812
2455,118509.546875
2456,122489.34375
2457,110468.3125
2458,84704.8046875
2459,93270.7734375
2460,144735.984375
2461,111649.132812
2462,123775.289062
2463,104925.570312
2464,197987.296875
2465,126633.578125
2466,127807.164062
2467,138493.5625
2468,91089.7421875
2469,104439.585938
2470,161633.828125
2471,211753.640625
2472,141695.9375
2473,105502.726562
2474,104996.742188
2475,253208.359375
2476,124742.617188
2477,129626.59375
2478,157037.375
2479,127836.054688
2480,148096.671875
2481,143013.609375
2482,115784.703125
2483,113672.09375
2484,123825.226562
2485,122353.210938
2486,157867.90625
2487,247392.328125
2488,133915.09375
2489,156874.0625
2490,148864.578125
2491,87544.859375
2492,183157.921875
2493,132186.53125
2494,166899.234375
2495,101000.578125
2496,235673.359375
2497,157186.15625
2498,111222.125
2499,76868.7734375
2500,156022.875
2501,147966.515625
2502,144786.796875
2503,148050.359375
2504,187206.390625
2505,211618.984375
2506,267697.53125
2507,427817.75
2508,267697.53125
2509,232088.625
2510,251732.171875
2511,147263.484375
2512,228394.140625
2513,217013.3125
2514,177553.21875
2515,145228.765625
2516,175864.125
2517,135188.515625
2518,158926.21875
2519,213901.234375
2520,214575.265625
2521,198634.09375
2522,214583.859375
2523,123112.609375
2524,145010.09375
2525,144686.3125
2526,147169.265625
2527,126643.601562
2528,124613.726562
2529,127236.796875
2530,93762.71875
2531,283515.5625
2532,263000.15625
2533,208976.5
2534,237513.390625
2535,308727.09375
2536,238266.375
2537,202015.5
2538,172801.421875
2539,165061.34375
2540,200647.09375
2541,179275.28125
2542,186391.546875
2543,121888.640625
2544,138030.625
2545,138424.109375
2546,138728.203125
2547,146364.1875
2548,177685.0
2549,169068.65625
2550,410019.40625
2551,142880.828125
2552,137520.546875
2553,86380.15625
2554,131468.421875
2555,102374.328125
2556,92025.6796875
2557,107238.78125
2558,189970.65625
2559,130858.117188
2560,136469.625
2561,107349.085938
2562,125894.476562
2563,152199.609375
2564,177419.328125
2565,84765.8203125
2566,194990.109375
2567,121496.835938
2568,187616.21875
2569,175750.453125
2570,111808.109375
2571,279143.46875
2572,137699.296875
2573,196568.171875
2574,260809.171875
2575,109133.742188
2576,158918.1875
2577,156509.453125
2578,91775.984375
2579,79854.765625
2580,169763.40625
2581,130167.703125
2582,95473.4296875
2583,216329.359375
2584,177350.8125
2585,210296.203125
2586,197106.921875
2587,207889.59375
2588,125823.898438
2589,120459.515625
2590,222235.078125
2591,195084.78125
2592,293799.9375
2593,242828.15625
2594,172841.46875
2595,174192.9375
2596,362149.125
2597,224223.015625
2598,316438.03125
2599,277853.21875
2600,137662.40625
2601,132179.84375
2602,87584.359375
2603,96818.25
2604,88258.8359375
2605,91690.421875
2606,155517.203125
2607,176737.078125
2608,168328.765625
2609,151417.234375
2610,112655.484375
2611,179047.6875
2612,146611.734375
2613,122754.210938
2614,125843.703125
2615,150556.171875
2616,131508.421875
2617,203191.03125
2618,184007.921875
2619,203172.25
2620,184232.671875
2621,196320.5
2622,217973.875
2623,278628.8125
2624,382739.625
2625,407306.46875
2626,159271.25
2627,169495.671875
2628,434474.53125
2629,403374.0
2630,312087.5625
2631,494303.84375
2632,434474.53125
2633,348538.25
2634,391364.90625
2635,164642.984375
2636,214993.9375
2637,163782.59375
2638,291979.34375
2639,184326.0
2640,149678.578125
2641,121706.507812
2642,194747.21875
2643,86460.84375
2644,126126.046875
2645,96856.2109375
2646,94609.109375
2647,86490.3671875
2648,146991.5625
2649,156116.203125
2650,152985.71875
2651,152404.40625
2652,474884.3125
2653,290852.9375
2654,357119.15625
2655,340454.9375
2656,287664.0625
2657,331683.65625
2658,330119.375
2659,301099.84375
2660,347871.75
2661,298736.4375
2662,268525.1875
2663,291580.875
2664,249924.484375
2665,313236.15625
2666,356666.125
2667,170512.375
2668,185594.421875
2669,193135.875
2670,315564.0625
2671,185594.421875
2672,216404.0625
2673,185582.5625
2674,200430.984375
2675,132195.609375
2676,199350.296875
2677,217298.90625
2678,275657.8125
2679,246455.578125
2680,259568.0
2681,525451.0625
2682,443563.34375
2683,412940.53125
2684,323640.4375
2685,412550.46875
2686,281030.0625
2687,315428.96875
2688,238956.328125
2689,177328.3125
2690,430676.3125
2691,210743.921875
2692,130809.953125
2693,195884.1875
2694,134938.890625
2695,187469.546875
2696,174704.171875
2697,218443.96875
2698,192997.421875
2699,219019.078125
2700,174994.15625
2701,161417.390625
2702,129102.390625
2703,112676.328125
2704,143594.03125
2705,131385.1875
2706,108660.484375
2707,118528.757812
2708,139354.46875
2709,125432.25
2710,123347.65625
2711,281305.1875
2712,411233.75
2713,156006.8125
2714,157816.875
2715,172499.28125
2716,131269.96875
2717,196072.203125
2718,215253.0625
2719,147654.140625
2720,162217.546875
2721,137849.609375
2722,179396.875
2723,140313.03125
2724,124715.023438
2725,139461.375
2726,145853.078125
2727,154617.046875
2728,155475.53125
2729,145419.1875
2730,150584.453125
2731,88420.9296875
2732,124012.070312
2733,163702.171875
2734,183279.0
2735,123285.210938
2736,153772.078125
2737,116692.257812
2738,143423.78125
2739,171692.296875
2740,128258.085938
2741,145247.75
2742,157353.546875
2743,154282.390625
2744,150714.046875
2745,143471.9375
2746,134690.234375
2747,102104.632812
2748,117372.859375
2749,124068.851562
2750,128812.890625
2751,121177.34375
2752,178254.09375
2753,152581.671875
2754,224926.34375
2755,130366.46875
2756,104053.546875
2757,86090.9140625
2758,88415.78125
2759,146749.234375
2760,129524.523438
2761,178114.75
2762,143625.53125
2763,194975.609375
2764,100855.046875
2765,247216.625
2766,141014.359375
2767,79735.3671875
2768,137398.90625
2769,144014.09375
2770,139375.46875
2771,88678.328125
2772,134361.421875
2773,117950.515625
2774,136877.59375
2775,152755.671875
2776,115850.75
2777,114009.195312
2778,91917.4453125
2779,101012.617188
2780,122016.6875
2781,104707.257812
2782,92212.5390625
2783,123978.007812
2784,109318.320312
2785,122227.375
2786,51983.2539062
2787,125058.507812
2788,92084.8515625
2789,190560.203125
2790,95523.9765625
2791,124689.09375
2792,118062.945312
2793,184185.0625
2794,114800.09375
2795,134713.734375
2796,88779.0234375
2797,168798.96875
2798,108176.90625
2799,121400.359375
2800,83208.390625
2801,94725.84375
2802,140885.84375
2803,150282.171875
2804,102171.84375
2805,65011.3632812
2806,91897.1953125
2807,159007.625
2808,138185.90625
2809,126423.742188
2810,130683.023438
2811,162058.75
2812,154610.109375
2813,184423.234375
2814,178407.65625
2815,92813.5390625
2816,201746.359375
2817,125617.796875
2818,117744.960938
2819,165946.484375
2820,148326.796875
2821,127567.398438
2822,166887.140625
2823,249430.640625
2824,205560.90625
2825,107349.195312
2826,141951.5625
2827,164586.0
2828,291923.65625
2829,177137.15625
2830,285616.59375
2831,180797.875
2832,339424.65625
2833,256526.8125
2834,215193.53125
2835,283099.75
2836,170926.078125
2837,160972.96875
2838,157051.609375
2839,189589.140625
2840,190137.59375
2841,200332.375
2842,206285.359375
2843,151710.078125
2844,186820.96875
2845,125316.265625
2846,222327.5
2847,221462.421875
2848,189342.140625
2849,242976.171875
2850,271118.1875
2851,248389.015625
2852,244453.0
2853,232370.125
2854,148821.859375
2855,204865.359375
2856,228871.421875
2857,168755.671875
2858,197170.09375
2859,146452.984375
2860,142694.140625
2861,144056.0
2862,212580.59375
2863,157715.015625
2864,336664.09375
2865,123999.882812
2866,133039.1875
2867,89940.0390625
2868,124725.484375
2869,155834.328125
2870,129482.65625
2871,111501.867188
2872,50195.2226562
2873,100132.046875
2874,144592.234375
2875,114215.96875
2876,152829.6875
2877,156662.375
2878,163069.5625
2879,149516.9375
2880,115323.617188
2881,139721.359375
2882,155825.40625
2883,150414.234375
2884,178107.109375
2885,182248.5625
2886,219889.71875
2887,109313.945312
2888,108920.898438
2889,72544.9921875
2890,75967.0
2891,142688.15625
2892,48321.6054688
2893,111755.765625
2894,53562.3320312
2895,246636.375
2896,217575.109375
2897,222487.4375
2898,163916.046875
2899,226565.765625
2900,172690.21875
2901,181103.84375
2902,206843.25
2903,337383.40625
2904,307567.1875
2905,92311.2578125
2906,200699.71875
2907,125028.9375
2908,120955.664062
2909,129027.1875
2910,90692.3984375
2911,89983.796875
2912,155413.859375
2913,87970.7734375
2914,87970.7734375
2915,87970.7734375
2916,87970.7734375
2917,163723.875
2918,145413.375
2919,228116.375
